---- start log ----
---- start log ----
frame_33b94b4463f811e564f2084d5fcdab2e_5dd58b0e0c11086e6e9f24733614f441_30000-1280_720	day->Night [45.0]
frame_f0c8d9c0c9968b85d977a154bf2e3a50_778c9bd1e569cb1cdbf514999e1b7860_60000-1280_720	night->Day [95.0]
frame_bdb74e192a6a0552207303f0898a6646_5a3136245f8a60a56f6ea2a232cd6520_60000-1280_720	night->Day [69.0]
frame_98f93f8dfbde59f80961bba67946593f_0727399de0ab3c3a00ef3ece00564b35_0-1280_720	night->Day [105.0]
frame_5109c5a541773404190abeb538daea86_5402f88ecdcae3b90fb01ace719b5107_60000-1280_720	night->Day [127.0]
90d22dbb-3fb0-47e9-b90f-7fa8403d2ea0.mov-0001	night->Twilight [66.0]
frame_95795d32f8f94f720b0f25b70415ae8c_45f4c6e1784e653fad9948fd03bf393f_30000-1280_720	night->Day [72.0]
frame_234e9a78edf5b34677afa8720348867e_ae837d228eb06b166846703e35174621_60000-1280_720	night->Day [113.0]
frame_6d47880a5fa06382e81d1841c8e8873d_4af96c9dae9b66a73dcb5f020c245e7b_60000-1280_720	night->Day [80.0]
frame_cd1466484cfe4b24f16972bf6060ad46_592114fa756f7e248b10f73352bea439_0-1280_720	night->Day [95.0]
frame_9f65e358-5d5b-4c41-9827-abfb19260cd0_00001-1280_720	night->Twilight [60.0]
frame_32bffbf8f8f6d0406c59088d210fa25c_968bbea7a146f7eaa4bc07cc949d42b4_60000-1280_720	night->Day [127.0]
frame_c1a84ae19910a80c49e654bd7d750ec4_cebfe813245c04609e68b09b73d78d0a_60000-1280_720	night->Day [105.0]
frame_7e4c65f7d1d4577b142b71a150fd70d7_3d4e99f1935d186488c55eb5c7485017_0-1280_720	night->Day [90.0]
frame_904d719f6d75339b4041d6c3532bfcdf_da45ef6b418bd14178ff155e5089abc2_30000-1280_720	night->Day [90.0]
frame_833767d00c6ba35dc2df7611f288b9e6_3510e7d643d46c6a44db378b17746914_60000-1280_720	night->Day [132.0]
frame_6cb0c361488fd82ac13b9148a25e8ea8_aa53506227eee43e01d84f1cbf890257_0-1280_720	night->Day [92.0]
frame_8c3b9796e3f3574173b243182b80e013_2981536dce8da4ebae819e1a69dd6e58_0-1280_720	night->Day [75.0]
frame_1e9d95467ed069a254bb69fc09920523_9512c2ee6d6e52651828556c892975ae_30000-1280_720	night->Twilight [67.0]
frame_f00e4e5ca4965336b9d68c3aacd78edb_e8ed3796aaf138a81bc4364687490521_90000-1280_720	night->Day [80.0]
frame_04c623173698529c9efefd14de2a2849_c2672a1029b45aaa26b79717ecdfe435_0-1280_720	night->Day [102.0]
incident-0-05bf81c6-3f7b-42d5-914c-d27cbe9e347d.mp4-0001	night->Twilight [62.0]
frame_a59626a6-710e-4da1-a530-6ad1acdd2ec6_00000-1280_720	night->Twilight [63.0]
frame_26443ccedea8928b20d42c7137bb3b62_7097cae0e6f720aab23a4c15cbdc5d25_60000-1280_720	night->Day [100.0]
frame_3dc5b23bce586ce279b2b966da8b72ab_b6e1bae795336e0d0198cb6889341a29_30000-1280_720	night->Day [89.0]
frame_dc9748ef08a46ee33b2e54fc9a9dfe42_99c71f7da88154bf8083d93ddba13770_60000-1280_720	night->Day [91.0]
frame_b9e1b08527ff8805c6aa0ab51f66d825_c0e4e01a3d516071bdf4a50438934194_90000-1280_720	night->Day [118.0]
frame_1b61031d8ce6a39fd30bb7bf2c2c2aee_870edbdc3104245c425e364d90583753_90000-1280_720	night->Day [79.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_0810cdb77814260f9c5d74cce2895a87_30000-1280_720	night->Day [117.0]
frame_8e9b879419ef5e8b062b1dd1f1deecdf_3b49d6b9afb2fd0807f582c5c43e728c_0-1280_720	night->Day [97.0]
frame_87d085e7-b45c-40bd-838c-fd8da3fbc643_00000-1280_720	night->Twilight [67.0]
frame_5c4152d2cfec714d43d1d9706d412005_dfd19065401368b1670c0162f237cd49_30000-1280_720	night->Day [104.0]
frame_658e3bcf9c5d9808c6b4b404bfcac9ac_cead296ee95177f313108907fb8c2b34_30000-1280_720	night->Day [121.0]
frame_c6977965-9bb6-4565-88d9-1e8324f2ac63_00000-1280_720	night->Day [74.0]
frame_1e85da70c9de84a263e57dbcbfbb9202_f3fe4bbda678a3b05b90eff86c0ba179_0-1280_720	night->Day [89.0]
frame_f1fa9b208332619bd172ae77349258c0_6bf1bb87d79fc3c0b494bdba09513b72_90000-1280_720	night->Twilight [62.0]
5860fc03-df4f-4034-913f-b10ef37b9ae8.mov-0001	night->Day [116.0]
frame_e551b4319d8d9a18858b983f6e70f5aa_015e31e05fec2c781d077b8f675e0d68_30000-1280_720	night->Day [91.0]
frame_94fd883382ff66381e58ea37a4c52112_fb4c4612b977166178c160ece774a15c_0-1280_720	night->Day [104.0]
frame_1ee590ce15bcb6ce5c33ca899aad36b3_97e567f702c7da20970497646d19372c_90000-1280_720	night->Day [95.0]
frame_9b6e8ec7454a6311a9f30508bdedc76a_dc478a1fc8de4e799609de6f29571bed_30000-1280_720	night->Day [137.0]
frame_45b7bfd5c12bd17c9fefe5a1205444a6_ffe9e0ffb842577fcedba0a038a49b60_90000-1280_720	night->Day [141.0]
frame_353fa4bb3a58e8d1c5e7764349583f22_a8bac7d4bfa696051bb8da6c065bfed6_0-1280_720	night->Day [95.0]
frame_2067f7def2dba70e03dfd8f400c08b20_d6d98b28353b79cafe2d0bc492557192_0-1280_720	night->Day [100.0]
frame_0b65174ef1e8f78f7a1398db60d01b8a_b6e7d75743f80a2d2a6a24708028200f_30000-1280_720	night->Day [133.0]
frame_514209a269a090ca4403f0b0f24d2fcd_f375ea8cfdff3fb554af9cdac9a7ad4a_30000-1280_720	night->Day [87.0]
frame_fee6150e518c1dafcf3c3c6b05100780_6ac7f85f6ce0d9af4787c4d09d589843_30000-1280_720	night->Day [105.0]
frame_d4cd62a684322a5c2655b81a129592a5_5d74c7731577b7e03e3a492512b1cdfd_0-1280_720	night->Day [88.0]
frame_77fc2e78a6270bbec74eda986122cf42_502fd922186974e0094ff42aeb3a8705_30000-1280_720	night->Twilight [67.0]
frame_a3e1cd6ed1bbe99a5506387117059435_073abfc54f7d672b697d415fb3f6857a_30000-1280_720	night->Day [97.0]
frame_5ca4ca26ae97e71bc41b351ba9492880_3c2237f5ccb6339f84349002da4000c7_30000-1280_720	night->Day [76.0]
frame_54c97407fc761f9569ac2dbdb8111059_ee01d5d73984a17f71d1751a5407f3dd_30000-1280_720	night->Twilight [65.0]
frame_b14c444933bac23031713f4b69c58b56_369760f35d8cfc219a63224fa8ef527e_60000-1280_720	night->Day [94.0]
frame_6edf036bd3c8be74680d7fa1eb0cd5fa_bb270653e86bf772bd66caf824ddd084_90000-1280_720	night->Day [74.0]
frame_920019e8d97e2e7fc2f3c3e863726ced_a7b4f0ca865d939a87bdacc3ecb0823a_60000-1280_720	night->Day [71.0]
frame_98f93f8dfbde59f80961bba67946593f_2834d1acc2a67a2d2791a9851743c7ab_90000-1280_720	night->Day [96.0]
frame_515a9c8387f6948e46b54a3ec14aa761_66847ce3dc15551294ecd8fd3f55c15a_90000-1280_720	night->Day [82.0]
frame_e27b22e6169c4df8250b7023f1655410_f0d3b929a6cb58ea1955e1cbceec983c_90000-1280_720	night->Day [129.0]
frame_4085d1852e01f7a8e8f61c8eb18fe589_ddd01b49186bb2f4c7ed5a6937f9e101_60000-1280_720	night->Day [95.0]
frame_7562885a06293a382a0625f6cd8906bf_af8bf0322e50aea4d921c34c77115bef_30000-1280_720	night->Day [95.0]
frame_206adc30b6a510bc6bd8d0a560ba2f6a_260cf0764bd0ca6c1e3e3903c5c6a051_90000-1280_720	night->Twilight [61.0]
frame_260ec25e2975be07e5e38807d1ff7af0_ef81f7871e5134ed94d47d9f175cccfb_30000-1280_720	night->Day [120.0]
frame_79c3d56a2c6f118a827837dc6a0cc365_4608f1105fa81ecf87351975036c7aad_0-1280_720	night->Day [74.0]
frame_3237abe37113bad5bbb29ef2dfac8719_fb0825473b369f68cd04597f38f9cb51_60000-1280_720	night->Day [96.0]
frame_5808447acccd3af80710d4f513cffd6a_c6a400cba8c0eaae5c868841e063135f_90000-1280_720	night->Day [85.0]
frame_c24ac1737bc0bd1bf002a57673b17c0f_ec44907295a56be9b758627e017d7b7a_30000-1280_720	night->Day [84.0]
frame_46569e56e00098afeb035e4278116486_53f9e8a69644e7375bdccc18c13cde17_0-1280_720	night->Twilight [68.0]
frame_6f6c2002779c8392e99cd6d7210c74ae_e997a4d7cd1db12b846692a21882f409_60000-1280_720	night->Twilight [68.0]
frame_2556358dbdca0cda2328c4d91cf10199_c175d19e9b9e5d6c9aa61899a15cda9b_0-1280_720	night->Day [79.0]
frame_eefd9733e7c740c1be6cf957b37dc843_518641613004473cc6f4803e8fbeb897_90000-1280_720	night->Day [127.0]
frame_cc021303cbb536f080678d579212b495_b14e8fddbb57f5f6ca265f239a0c16b0_60000-1280_720	night->Day [77.0]
frame_c88bcc70872138f031fc5f75216fe227_4db5d4397192ebcd3fd09ca354ee7274_0-1280_720	night->Twilight [61.0]
frame_08aaa2e61aa3e70998e2838cb66e35d0_ebd64abf8e9f5488e27335afb26614a8_60000-1280_720	night->Day [103.0]
frame_615653d0eeb4665b09aa5d9ffefe642a_77c6809fc12981b8594e6a7b6ecc3992_30000-1280_720	night->Day [89.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_160acd77660db880ed6cda1db840d1f9_0-1280_720	night->Day [85.0]
frame_c22ecaebea3554ffd3cc5dcc574c62b7_39558458f1c9707d6bf7d2a9bf0257f4_30000-1280_720	night->Day [98.0]
2063a96a-cb52-465d-8cff-0652f1854f54.mov-0001	night->Twilight [67.0]
frame_cd715e461ae5dea402be17d1e2a3bf1b_4acf3ce84a5b68b2ec3e774365fd932e_30000-1280_720	night->Day [109.0]
frame_4f3df0d534e71759feebbf13bd10b7a8_669b44c385347f10a0f45466ba4173bc_90000-1280_720	night->Twilight [65.0]
frame_988f1a061d5a608658578176abf6962c_45324869d6e53a8e3f42e1f0413f6460_90000-1280_720	night->Day [101.0]
frame_ba4a4ef7ec87d3ddac0dbcc7b972dd3a_2e348d734fe4fb4a76a36f5262323444_90000-1280_720	night->Day [73.0]
frame_121843298971f9c293e5d73d2cca93f9_7dd6fc742e768fbd8b5ae7071ddc3f82_0-1280_720	night->Day [81.0]
frame_a2e5456a-576d-449a-9903-2b6aaa386437_00000-1280_720	night->Twilight [64.0]
frame_1f94b17e8a9f4edfd8335a410ecceb86_7d78aa84f3599ae9b0e654cce2beea9d_90000-1280_720	night->Day [125.0]
frame_ee5956b051a8f5b155d9af533abb688b_1e89a3d716ac33072307e122e6a1fa3b_90000-1280_720	night->Day [69.0]
frame_9cadfb3ed026f602191652f168322955_51b32107841c262ec803ce03f97a2427_0-1280_720	night->Day [92.0]
frame_b3ac1b597f2c3e40546b35bbbec94fc3_673c2a9f96fc2d9c4b44324b440cf813_90000-1280_720	night->Day [104.0]
frame_a3d664e1d4381d3361ad1e772d1df725_c0314640ced6a2f9a6b0b6cad68f2f6f_30000-1280_720	night->Day [88.0]
frame_263cadf49d09ea2dac58cf942b775e79_d536ac2bfd6bff5f9e49e9f6c5fc6b7e_60000-1280_720	night->Day [83.0]
frame_06ac0cc1-71ef-4867-ae3b-8d3691650c38_00000-1280_720	night->Day [108.0]
0e42a850-1b26-4aa4-85cf-1d90af7cc6d3.mov-0001	night->Twilight [60.0]
frame_a3e1cd6ed1bbe99a5506387117059435_8beab1d466d1f137301ecbabd8083269_0-1280_720	night->Day [101.0]
frame_34ee7d2f892b508ee56a9237844cd0ca_e1cb30fc05a51c648e7f667db52c6e60_90000-1280_720	night->Day [149.0]
frame_55a571cfae20ad0a8fa0b80209226d07_e88c5bd8b9fd1a7821c1ca7bd03beb67_90000-1280_720	night->Day [72.0]
frame_51d5a8472a1d0476548489194bc9ce5d_92e5d2633e82e1197c0093970e471033_0-1280_720	night->Day [85.0]
frame_c8bd3325271fe8c9f988417e7387c70c_8a9258da9cacf609ad9313329a1866f8_90000-1280_720	night->Day [80.0]
frame_7069be21b47f32861fc2c7d1cb5ec27c_38c8ebd836c9bff4d1a9b077813a6b34_0-1280_720	night->Day [107.0]
frame_25fa51d52314d76e941dd1fdb8e801ed_643f6ec390480ea4a9f6bacba1ad6453_0-1280_720	night->Day [69.0]
frame_cecf1515d39eea88db3e542d3ea3f594_c371c55671f7f5173e29b3e7bcd34368_30000-1280_720	night->Day [81.0]
frame_79c3d56a2c6f118a827837dc6a0cc365_e4a382deff9a0abffa9ad08a6a70971b_0-1280_720	night->Day [155.0]
frame_904d719f6d75339b4041d6c3532bfcdf_42d1d320bd97bbf01b177ad68bf80739_60000-1280_720	night->Day [87.0]
frame_41a85e478e5398ef4f02632410db966c_5c4dd27d78a6bf7be333ad988867d609_90000-1280_720	night->Day [114.0]
frame_df648e9f4d5e0c424b6c176d8b9fff64_df87e01f068e00601eb782ed843c7160_30000-1280_720	night->Day [73.0]
frame_b8670bdc83225bcf23d8921d05de191d_329beef095591627ce746bf27bb26c42_0-1280_720	night->Day [89.0]
frame_615653d0eeb4665b09aa5d9ffefe642a_55ecf498ece57b54caccc244f640c74c_30000-1280_720	night->Day [70.0]
frame_cd715e461ae5dea402be17d1e2a3bf1b_5db45b14e974e4e35675fe2c570fbdb2_0-1280_720	night->Day [160.0]
frame_86070b363dbd9b6d09d366f1d5cb4053_28af14e3ddbbb6861b9df1798a21fcde_90000-1280_720	night->Day [73.0]
2f8909e1-66c4-42f7-822b-1f44685dfb98.mov-0001	night->Day [86.0]
3501a9ec-cde3-404b-9254-8250d7ac2fd4.mov-0001	night->Day [108.0]
frame_21e0b94dd8e3557596be19ccefab0638_dcc3e42760c7d9f0e9e309b7d3a2c3a5_90000-1280_720	night->Day [147.0]
frame_9729fc1fdb5e3858e2fa2cf45f3fb92e_cbef786c9ed19e8666f91e92b2f6926d_30000-1280_720	night->Day [124.0]
frame_c1b2c8bb4f393b8c97f4de5afa547c6d_69592ea257ef15368fc3fc5a7cb2e3f1_60000-1280_720	night->Day [114.0]
frame_cfe27d125afc15d4235ee46291698601_3a09f90a2174262d499d69859671100b_0-1280_720	night->Twilight [63.0]
frame_a4f66b70454e9fcd0fe2c601b33450f0_94ff0a6cd483d618f77a07b6095ecc08_60000-1280_720	night->Twilight [66.0]
frame_6495b794f4d603a6e42abc9d56a72a2d_6773565f7f9cb068e4180283baaafa61_60000-1280_720	night->Day [80.0]
frame_9977c7eb6e5ab7f76769faed162ef85b_0c00db1e9c536b4027105266848b629f_60000-1280_720	night->Day [78.0]
frame_a446af51f06ca7b694adb8db0171168f_ffc305ebd1b8cf8bd88aea5ea722fdf3_90000-1280_720	night->Day [106.0]
frame_aa96448f27262c5c6e1bff84052da800_2799ba14b310e63f3751707b0d668585_0-1280_720	night->Day [88.0]
frame_cd1466484cfe4b24f16972bf6060ad46_8b70cc67db66393c9d217b0c948b79d9_0-1280_720	night->Day [93.0]
frame_4e925e79ca81d78cdadbc531ffc7c62b_9bc6e00e931e7f6c79fe6b31f3ca8cef_60000-1280_720	night->Day [80.0]
frame_03427d966771cd4cf6215983e4417fa0_cc62e235b355233d9131fb61ba743de1_30000-1280_720	night->Day [112.0]
frame_4ea0f24c9264d93e8804b835e6df4fb8_2dabef272f25de63e3ffae0b7352c374_60000-1280_720	night->Day [123.0]
frame_d7fb41461bbe4e99aa8b4736cb859422_ece7e598e5b4001153f38536d6d8c2a7_30000-1280_720	night->Day [98.0]
frame_88147024-92dc-46ce-9301-8ed86ca31db8_00001-1280_720	night->Day [94.0]
frame_rideTimeLapse__0_20170325_010051_76994-1280_720	night->Day [110.0]
frame_b69e22c9d6727128e61632cf64af879f_fcef084034c4527a157f4d1748fa2a67_0-1280_720	night->Day [70.0]
frame_dc9748ef08a46ee33b2e54fc9a9dfe42_fefff5745b9e7c0d3ddb91152e783878_90000-1280_720	night->Day [79.0]
frame_dfdd4a4859c63e0d803cd3c15039d1b3_c489b098d32d9fdfb2ffe0e753074437_60000-1280_720	night->Day [108.0]
frame_a8b1f430c3f514e6f622e2d792e788f5_3c082689426b24eb62c5f3e16a95be30_60000-1280_720	night->Day [103.0]
frame_43447c096af2d83045acc9d010797618_7cb38c86ae546a656f6f3187f5d11411_30000-1280_720	night->Day [149.0]
frame_bebd1053a86d1a2299afa9ca147b270d_cde649c04cad7d19c9c83078275edfd2_0-1280_720	night->Twilight [62.0]
frame_263cadf49d09ea2dac58cf942b775e79_1c1346cb6c9a9db60c5159ab7d8a0cbf_90000-1280_720	night->Twilight [61.0]
frame_d40133842ba751eef70defbdd36c37a4_8f2f216279e7a3e212cf85bee0b909a7_90000-1280_720	night->Twilight [66.0]
frame_9ef4d78178991bb7bd98899e8a9a3570_7386a983870170bc73f9b9839995c3a0_30000-1280_720	night->Day [105.0]
frame_7f7fac92437709a89b3d5130f03b3fd6_fa3824fe306b4d290e9b7ee9fb9ce5eb_60000-1280_720	night->Day [74.0]
frame_ecf6c4c319d8763896cd5b0edb5429b1_05c9ec57e8d3f69637c7236318fdc2ec_60000-1280_720	night->Day [71.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_2ded22458495a8cb929f1653a26288ea_0-1280_720	night->Day [144.0]
frame_dec34ef69655d75969d2d85653f32b63_f3fe49668b326c85aa7be57384a976a9_60000-1280_720	night->Day [104.0]
frame_8a9ff71b435cf1179839433e1676ac61_1ebac165c9a7910364e786b13be76bbf_0-1280_720	night->Day [149.0]
frame_1e3c90f7777d81863da544c2ae9546de_ef2871d5c2e8fdd3f2d964a80801f3e9_30000-1280_720	night->Day [80.0]
frame_36fdddc2716fd524b3d26e59dc28eac0_05173d569473277eb32c1e0729a5fbce_0-1280_720	night->Day [146.0]
frame_82766ccc719a519d1a471a3063ead400_ee48f6c011cb9c6f950c39a8cab06d7f_0-1280_720	night->Day [81.0]
frame_ffbc6ffc68864dc4f1053c5c9976b93c_45b3c6dd379c3c43da0fb91c427f024c_30000-1280_720	night->Day [107.0]
frame_7851b3f8dcd0d36e0e4d0af6e9b9d8d2_db014dd6d64f8090dc8dbcad9f903b3f_0-1280_720	night->Day [90.0]
frame_42802c66c5e632f60c93d986d8f29a2d_d2892f3df1ee8b2f2108a3f5aefbf195_30000-1280_720	night->Day [127.0]
frame_11040cd09e8481789d2beba56adfa490_89f5d028518b89c31af50554e0e9268a_60000-1280_720	night->Day [101.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_2fdcbe801f7fe70eb9a69fb1f2b02922_60000-1280_720	night->Day [120.0]
frame_a8b1f430c3f514e6f622e2d792e788f5_e8ac42c01c1323f23a6a97b9bdb9d55d_0-1280_720	night->Day [105.0]
frame_a077a0cec9947faaefb20bd373ccab75_79089132d216a8538951f5fa31e9fd21_60000-1280_720	night->Day [78.0]
frame_b43b1ef62bacbc8edcb49861cceafc0d_a1610fc695d80186ffb1b0655009aeaa_90000-1280_720	night->Day [78.0]
frame_be4ef781025cc2049f0f0a44b11935a6_e06831d08b56f62c467002f08dfccd3e_30000-1280_720	night->Twilight [65.0]
frame_c68501a4b59ddaae60028124baaa3a23_87fba23375b91b1d72016e8cc35547f8_0-1280_720	night->Day [87.0]
frame_c2d4b2f6241704fda5956d24b46ab455_49ef5f7f31ea2f0acdcba922014ad6a3_30000-1280_720	night->Day [80.0]
frame_c71b3a5c954a94fb81cbd0a461b5bce2_6faf9ecc84467bef26f1e69b9aa816f5_90000-1280_720	night->Day [90.0]
frame_9231ab4f4aba670cbbaa0f05da99a70f_e3a1f39ed67da4a7e51244ed569168de_60000-1280_720	night->Day [69.0]
frame_4d531748ac88716573cfa56202307765_9dcd0601ecc590ceb7f40246936e022f_0-1280_720	night->Day [70.0]
frame_e167d0da5218801610586b8689b8b3c6_86dc7a558bd87dc9469522fd4d80573b_60000-1280_720	night->Day [97.0]
frame_77756a43eaa78b56254c04a846e9c038_eb30661c892bf84cd8e9b86d73198129_0-1280_720	night->Day [75.0]
frame_c5e4ce72869a224048fad1be9f69ac88_9084d262fca9371549542fffea2b2a60_0-1280_720	night->Day [81.0]
frame_f10245a70db1a6a07a838b2a712d1fb4_d5d3901c82835208627605ac8ee44246_60000-1280_720	night->Day [83.0]
frame_05976e26e34429b11497c060e784cef8_4a2208a6c72decc08adc2cf9a8be8437_0-1280_720	night->Twilight [60.0]
frame_6bbe9e4e25793949528f8cc879dd20fb_dcf8995ca571900c18ab24329310f5d0_90000-1280_720	night->Twilight [67.0]
frame_59c43a51-ae85-44ed-9f13-ab9000d21850_00000-1280_720	night->Day [74.0]
frame_6cb0c361488fd82ac13b9148a25e8ea8_1f628d69ec6be5133157eea2f965bd12_0-1280_720	night->Day [107.0]
frame_0794a806-e68f-4d0b-922e-0264d453c6e4_00001-1280_720	night->Twilight [61.0]
frame_36fdddc2716fd524b3d26e59dc28eac0_05173d569473277eb32c1e0729a5fbce_60000-1280_720	night->Day [149.0]
frame_d40133842ba751eef70defbdd36c37a4_2b9dc3b20ad521e2a26cf40fad968163_60000-1280_720	night->Day [90.0]
frame_49520705ef8bc7ed1f4463c242b075e6_7f0722751cc8e866f7e556c0eb2bc394_60000-1280_720	night->Day [119.0]
frame_d05253737d1d68d560cde7ae8c62d52c_3a367abcb997a11e837ab8309dd35b0d_30000-1280_720	night->Day [74.0]
frame_05c3e17847ff03feac36c558ae4899f2_db1a5031e4185dc153c38e465e2259fa_90000-1280_720	night->Day [98.0]
frame_3211c1e4064d20391cacca390f3d29d3_22620af6a93235b2a065099a53032f8b_0-1280_720	night->Day [78.0]
67c7928f-965b-45af-b71e-4baf7d00a6be.mov-0001	night->Day [108.0]
frame_efa5fe35-ac51-4748-9925-159ca4503485_00000-1280_720	night->Twilight [64.0]
frame_7069be21b47f32861fc2c7d1cb5ec27c_96aa400a445b4abad5cf96e0b0136cd3_30000-1280_720	night->Day [98.0]
frame_e3a7a58a7f229b90611ed5f1e3587e68_81590a7a7091482a256234b0f4fbe7d9_90000-1280_720	night->Day [81.0]
frame_75c9e162ace194f02e1020d74ce1918d_d1522af217046abe153d0ffd9d608c97_60000-1280_720	night->Day [80.0]
frame_f1fa9b208332619bd172ae77349258c0_253b00e404b20893d4e952b821209f2d_90000-1280_720	night->Day [84.0]
frame_46569e56e00098afeb035e4278116486_0abb1453065f2d5cc645cba96f68e411_30000-1280_720	night->Day [86.0]
frame_d327fa23250b4e455385cdd0467afa43_15b4f53346a6673892e99a4964fd6f03_0-1280_720	night->Day [71.0]
frame_41b60b1304a2f9a72fe419bfe4e9c559_53362886b82d66a0d82fe9c778cab891_30000-1280_720	night->Day [74.0]
frame_eef9e3e9b5176e50c74a998c8e2c9b41_0dd2956c7479bdabc34d8d65cfad4d81_0-1280_720	night->Day [80.0]
frame_d8df0301d0a0e50e2ef9df73c9afc4a9_8be5213ec7c02140d1c6f3746bb49452_30000-1280_720	night->Day [98.0]
frame_c71b3a5c954a94fb81cbd0a461b5bce2_bb2c8ba36e8352454d20b67c6c82e9ed_30000-1280_720	night->Day [117.0]
frame_928a72bc-a09e-4dd6-99f4-f15f2e7488e8_00000-1280_720	night->Twilight [62.0]
frame_28fbd39eb15216591b38ba669471c14a_27b85bca45642887be067edecdc8da97_30000-1280_720	night->Day [149.0]
frame_82c68fc54bdb705e0f685a0c9d826034_fc78301a1529513210db65b2a0bf315a_30000-1280_720	night->Day [96.0]
frame_cfbf5b79fafedc4a48ea66f4b56459f6_aca1940bfd1d78f76931c1042d297bf5_0-1280_720	night->Day [76.0]
frame_314e7983d0f9bd69500339f4925895d8_0411da593d17c455881cf7fa71227f71_30000-1280_720	night->Twilight [66.0]
frame_55c196cb177378c3b7d15ba534330ce3_d5e70ef9033b05197454abfebf031751_30000-1280_720	night->Day [79.0]
frame_920019e8d97e2e7fc2f3c3e863726ced_9bd306e790dc599b34da5f45cca7a10c_60000-1280_720	night->Twilight [68.0]
frame_ecf6c4c319d8763896cd5b0edb5429b1_4ac21885e7845913ad8cd2e0f20c7a8e_90000-1280_720	night->Twilight [62.0]
incident-0-7e39644c-dbab-41ae-ad18-c2767bfae901.mp4-0001	night->Twilight [64.0]
frame_7bd216df0e366682fb2a3eb10deb0e63_6960b44c0dd53e03b7364deabf5672e8_90000-1280_720	night->Twilight [62.0]
frame_806ca35a7eaa676700d9a5d92dbb4d60_28a60d5fe84827158c030509b4676eea_90000-1280_720	night->Day [70.0]
frame_c96c6b31b51bece779eb2010bb06b530_3b470fbad8193b70249a9d2cd87d2a44_0-1280_720	night->Day [112.0]
1c6c856a-4163-4567-8dcf-0b23709de75a.mov-0001	night->Day [110.0]
frame_51221af1ba11bd462fa972cab0a39ce4_7510d7c7c62ea382752c571f146c1a5d_30000-1280_720	night->Day [112.0]
frame_7a74f60d74cf838926aee6703e79c2d2_6ab7c4b22fac5da4e6796cc902e211b7_60000-1280_720	night->Day [160.0]
frame_4fb7ec9fb0a9345f0b0655b0e7db82e5_99a13c97985cd091b4a3a22ae1ec715f_90000-1280_720	night->Day [75.0]
frame_c842851315015932b6d7d68acae61bac_20f0339f93e2b3cbd03c597d7ea14cb8_90000-1280_720	night->Day [122.0]
frame_68f40d27b99e8295ed396fa4c30c80f3_5a56b25dfeaf9a95fa611ef3ccc17dd0_30000-1280_720	night->Day [120.0]
frame_1a3ce6a38aa75adb371cfca30fe9906f_35f718b6a26a1dceb6b0194ed4092377_60000-1280_720	night->Day [144.0]
frame_222898536977383431b9250d99b51dd8_899d43ef3eceb90f1d4fe625522d21dd_0-1280_720	night->Day [88.0]
frame_55c5e07c851669450117ebc266fce484_22e1e7cc4341433eff1e316be2591da2_30000-1280_720	night->Day [113.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_c3ade3d43b1731ce0abacb381409c58e_90000-1280_720	night->Day [129.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_4348802dfcf57642d4828078defad62c_90000-1280_720	night->Day [82.0]
frame_c5e4ce72869a224048fad1be9f69ac88_21e2d9f68b48c3636edb1de799430200_30000-1280_720	night->Day [98.0]
frame_5d5bf662d09e0886ab958715bfdf5f00_9376582e2a6956c8d46e9ff8fcba5d95_60000-1280_720	night->Day [140.0]
frame_ded274bf9383c72754cbcd09198209ec_0fd3fa4e0514438d0200acc5db3cae13_90000-1280_720	night->Day [93.0]
frame_31618696986940fb2c02a592946fc68e_52605c495c472c04d3a8737e217461c3_0-1280_720	night->Day [123.0]
frame_05976e26e34429b11497c060e784cef8_72bb7fc53d3fde2af129f3da23352c09_90000-1280_720	night->Day [102.0]
frame_70421004cf019d989d02e7ad6dc0c282_879c7f7a252871ab4dc647c7cf88105e_30000-1280_720	night->Twilight [61.0]
frame_8e9b879419ef5e8b062b1dd1f1deecdf_aa0efc3853b8a6aecee4a62899a8b54f_60000-1280_720	night->Day [100.0]
frame_41a85e478e5398ef4f02632410db966c_5c4dd27d78a6bf7be333ad988867d609_0-1280_720	night->Day [149.0]
frame_e3a7a58a7f229b90611ed5f1e3587e68_2363520d9601bbcc571c8e076b7df432_60000-1280_720	night->Day [77.0]
frame_833767d00c6ba35dc2df7611f288b9e6_f8e84cdea2b612980d59c33538b7ad56_30000-1280_720	night->Day [88.0]
frame_fe4f34b4ebd8dc2968620c11c2c9113c_222c5ba4f0b387c6c57122efac42afc3_30000-1280_720	night->Day [98.0]
4fea8056-4b45-4645-99c4-7638aa55bdda.mov-0001	night->Day [110.0]
frame_9897bcd84de391cb65876fbf85343e0f_9a8f4f9b59cd3ef376cf6cbf2b8837dd_60000-1280_720	night->Twilight [65.0]
frame_c4b7288639c5aec66b0f3d2baef7f28c_67d00c27309f894bbc7a567edb29c3ed_30000-1280_720	night->Day [114.0]
